id,ano,municipio,codigo_postal,total_fugas,tipo_de_fuga,fecha
843,2019,Caudiel,12440,1,Interior vivienda,1/7/2019
845,2019,Xert,12360,1,Acometida,4/7/2019
846,2019,Eslida,12528,1,Tubería general,8/7/2019
850,2019,Los Calpes (Puebla de Arenoso),12428,1,Acometida,11/7/2019
855,2019,La Torre d'En Besora,12161,1,Acometida,16/7/2019
865,2019,Vistabella del Maestrat,12135,1,Tubería general,8/8/2019
866,2019,Benafer,12449,1,Tubería general,5/8/2019
869,2019,Forcall,12310,1,Tubería general,13/8/2019
871,2019,Alcudia de Veo,12222,1,Acometida,14/8/2019
873,2019,Pina de Montalgrao,12429,1,Acometida,19/8/2019
876,2019,Palanques,12311,1,Tubería general,28/8/2019
877,2019,Montanejos,12448,0,,29/8/2019
880,2019,Eslida,12528,0,,5/9/2019
882,2019,Alfondeguilla,12609,1,Tubería general,2/9/2019
884,2019,Soneja,12480,1,Acometida,9/9/2019
891,2019,Forcall,12310,1,Acometida,25/9/2019
894,2019,Alfondeguilla,12609,0,,1/10/2019
895,2019,La Mata de Morella,12312,0,,7/10/2019
902,2019,Alquerías (Montanejos),12448,1,Tubería general,10/10/2019
907,2019,La Mata de Morella,12312,0,,16/10/2019
909,2019,Pobla de Benifassà,12599,1,Acometida,17/10/2019
910,2019,Pobla de Benifassà,12599,1,Acometida,17/10/2019
912,2019,Pobla de Benifassà,12599,1,Tubería general,17/10/2019
914,2019,Alfondeguilla,12609,1,Interior vivienda,22/10/2019
916,2019,Pavías,12449,1,Acometida,23/10/2019
919,2019,Eslida,12528,1,Acometida,24/10/2019
927,2019,Xodos,12134,1,Interior vivienda,5/11/2019
931,2019,Forcall,12310,1,Tubería general,8/11/2019
934,2019,Geldo,12412,0,,13/11/2019
936,2019,Cinctorres,12318,1,Llave de paso de la acometida,18/11/2019
937,2019,Cinctorres,12318,1,Llave de paso de la acometida,18/11/2019
